[LOG] System::create                           : Header version = 2.00.10. Current version = 2.00.10.
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekposition = 32000
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Cascading Reflections', format=2, channels=2, frequency=48000, lengthbytes=938144, lengthpcm=3072000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.574188.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F42F47F58
[LOG] SoundI::getSubSound                      : sound 0000017F42F47F58.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (00000180268B6578)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FF544D438)
[LOG] SoundI::release                          :     Cascading Reflections (00000180268B6A88)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 00000180268B6A88 : node = 0000017F44E620C0
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 00000180268B6A88
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E621D0
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Loser', format=2, channels=2, frequency=48000, lengthbytes=151040, lengthpcm=684000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.546509.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 00000180268B6A88
[LOG] SoundI::getSubSound                      : sound 00000180268B6A88.  Subsound index 0 / 1
[LOG] SoundI::release                          : Cascading Reflections (0000017F42F47F58)
[LOG] SoundI::release                          :     Cascading Reflections (0000017FEDF1B628)
[LOG] SoundI::release                          :     Cascading Reflections (0000017F469A8068)
[LOG] SystemI::createSound                     : filename = Assets\FMOD\Build\Desktop/Master.bank : mode 02010082
[LOG] SystemI::createSound                     : FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     : setdata soundi = 0000017F46DF5188 : node = 0000017F44E62D40
[LOG] SystemI::createSound                     : add node to async list : head = 0000017FEDC4D008.  list count = 0
[LOG] AsyncThread::threadFunc                  : Starting Asynchronous operation on sound 0000017F46DF5188
[LOG] SystemI::createSoundInternal             :     Create name='Assets\FMOD\Build\Desktop/Master.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :     exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :     exinfo->length             = 4007168
[LOG] SystemI::createSoundInternal             :     exinfo->fileoffset         = 14464
[LOG] SystemI::createSoundInternal             :     exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlist      = 0000017F44E62E50
[LOG] SystemI::createSoundInternal             :     exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :     exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :     exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :     Stream 0/1: name='Choose Your Foe', format=2, channels=2, frequency=48000, lengthbytes=591552, lengthpcm=1980000, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.706543.
[LOG] AsyncThread::threadFunc                  : Finished Asynchronous operation on sound 0000017F46DF5188
[LOG] SoundI::getSubSound                      : sound 0000017F46DF5188.  Subsound index 0 / 1
[LOG] SoundI::release                          : Loser (00000180268B6A88)
[LOG] SoundI::release                          :     Loser (0000017FEDF1BCA8)
[LOG] SoundI::release                          :     Loser (0000017F46DF5698)
[LOG] SoundI::release                          : Choose Your Foe (0000017F46DF5188)
[LOG] SoundI::release                          :     Choose Your Foe (0000017FF55EA608)
[LOG] SoundI::release                          :     Choose Your Foe (0000017F46DF4408)
[LOG] SoundI::release                          :  (0000017F295C3138)
[LOG] SoundI::release                          :     Crowd Cheers (0000017EDF4DD708)
[LOG] SoundI::release                          :  (0000017F295C32A8)
[LOG] SoundI::release                          :     Crowd Neutral (0000017EDF4DD3C8)
[LOG] SoundI::release                          :  (0000017F295BF648)
[LOG] SoundI::release                          :     Crowd Boos 1 (0000017FF544D0F8)
[LOG] Thread::callback                         : FMOD Studio update thread finished.
[LOG] Thread::callback                         : FMOD Studio bank load thread finished.
[LOG] Profile::disconnectAll                   : Profiler disconnecting all clients
[LOG] Thread::callback                         : FMOD Studio sample load thread finished.
[LOG] LiveUpdate::release                      : 
[LOG] LiveUpdate::reset                        : Reset connection (reason Disconnected)
[LOG] Thread::callback                         : FMOD stream thread finished.
[LOG] Thread::callback                         : FMOD mixer thread finished.
[LOG] Profile::disconnectAll                   : Profiler disconnecting all clients
[LOG] SystemI::close                           : Closed.
[LOG] Thread::callback                         : FMOD Studio bank load thread finished.
[LOG] Thread::callback                         : FMOD Studio sample load thread finished.
[LOG] LiveUpdate::release                      : 
[LOG] LiveUpdate::reset                        : Reset connection (reason Disconnected)
[LOG] Thread::callback                         : FMOD stream thread finished.
[LOG] Thread::callback                         : FMOD mixer thread finished.
[LOG] Thread::callback                         : FMOD nonblocking thread (0) finished.
[LOG] Thread::callback                         : FMOD file thread finished.
[LOG] SystemI::close                           : Closed.
